emotion,brightness,Soil moisture,count
,,,
happy,723,120.0716845878,0
,,,
happy,755,120.0716845878,0
,,,
happy,723,120.0716845878,0
,,,
happy,733,120.0716845878,0
,,,
happy,752,120.0716845878,0
,,,
happy,735,120.0716845878,0
,,,
happy,752,120.0716845878,0
,,,
happy,743,120.0716845878,0
,,,
happy,737,120.0716845878,0
,,,
happy,747,120.0716845878,0
,,,
happy,754,120.0716845878,0
,,,
happy,747,120.0716845878,0
,,,
happy,747,120.0716845878,0
,,,
happy,738,120.0716845878,0
,,,
happy,746,120.0716845878,0
,,,
happy,733,120.0716845878,0
,,,
happy,737,120.0716845878,0
,,,
happy,739,120.0716845878,0
,,,
happy,747,120.0716845878,0
,,,
happy,729,120.0716845878,0
,,,
happy,738,120.0716845878,0
,,,
happy,743,120.0716845878,0
,,,
happy,734,120.0716845878,0
,,,
happy,720,120.0716845878,0
,,,
happy,754,120.0716845878,0
,,,
happy,751,120.0716845878,0
,,,
happy,751,120.0716845878,0
,,,
happy,731,120.0716845878,0
,,,
happy,746,120.0716845878,0
,,,
happy,737,120.0716845878,0
,,,
happy,739,120.0716845878,0
,,,
happy,736,120.0716845878,0
,,,
happy,737,120.0716845878,0
,,,
happy,759,120.0716845878,0
,,,
happy,749,120.0716845878,0
,,,
happy,742,120.0716845878,0
,,,
happy,739,120.0716845878,0
,,,
happy,746,120.0716845878,0
,,,
happy,752,120.0716845878,0
,,,
happy,736,120.0716845878,0
,,,
happy,739,120.0716845878,0
,,,
happy,743,120.0716845878,0
,,,
happy,754,120.0716845878,0
,,,
happy,731,120.0716845878,0
,,,
happy,750,120.0716845878,0
,,,
happy,738,120.0716845878,0
,,,
happy,731,120.0716845878,0
,,,
happy,729,120.0716845878,0
,,,
happy,763,120.0716845878,0
,,,
happy,742,120.0716845878,0
,,,
happy,742,120.0716845878,0
,,,
happy,737,120.0716845878,0
,,,
happy,733,120.0716845878,0
,,,
happy,734,120.0716845878,0
,,,
happy,752,120.0716845878,0
,,,
happy,737,120.0716845878,0
,,,
happy,747,120.0716845878,0
,,,
happy,736,120.0716845878,0
,,,
happy,759,120.0716845878,0
,,,
happy,752,120.0716845878,0
,,,
happy,726,120.0716845878,0
,,,
happy,752,120.0716845878,0
,,,
happy,759,120.0716845878,0
,,,
happy,739,120.0716845878,0
,,,
happy,750,120.0716845878,0
,,,
happy,752,120.0716845878,0
,,,
happy,752,120.0716845878,0
,,,
happy,732,120.0716845878,0
,,,
happy,750,120.0716845878,0
,,,
happy,756,120.0716845878,0
,,,
happy,739,120.0716845878,0
,,,
happy,744,120.0716845878,0
,,,
happy,752,120.0716845878,0
,,,
happy,746,120.0716845878,0
,,,
happy,722,120.0716845878,0
,,,
happy,741,120.0716845878,0
,,,
happy,759,120.0716845878,0
,,,
happy,733,120.0716845878,0
,,,
happy,752,120.0716845878,0
,,,
happy,752,120.0716845878,0
,,,
happy,739,120.0716845878,0
,,,
happy,745,120.0716845878,0
,,,
happy,748,120.0716845878,0
,,,
happy,755,120.0716845878,0
,,,
happy,750,120.0716845878,0
,,,
happy,745,120.0716845878,0
,,,
happy,752,120.0716845878,0
,,,
happy,752,120.0716845878,0
,,,
happy,762,120.0716845878,0
,,,
happy,752,120.0716845878,0
,,,
happy,745,120.0716845878,0
,,,
happy,731,120.0716845878,0
,,,
happy,754,120.0716845878,0
,,,
happy,746,120.0716845878,0
,,,
happy,740,120.0716845878,0
,,,
happy,731,120.0716845878,0
,,,
happy,746,120.0716845878,0
,,,
happy,733,120.0716845878,0
,,,
happy,758,120.0716845878,0
,,,
happy,756,120.0716845878,0
,,,
happy,748,120.0716845878,0
,,,
happy,749,120.0716845878,0
,,,
happy,742,120.0716845878,0
,,,
happy,754,120.0716845878,0
,,,
happy,752,120.0716845878,0
,,,
happy,738,49.1039426523,0
,,,
happy,741,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,759,49.1039426523,0
,,,
happy,734,49.1039426523,0
,,,
happy,753,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,744,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,736,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,730,49.1039426523,0
,,,
happy,765,49.1039426523,0
,,,
happy,750,49.1039426523,0
,,,
happy,754,49.1039426523,0
,,,
happy,740,49.1039426523,0
,,,
happy,743,49.1039426523,0
,,,
happy,751,49.1039426523,0
,,,
happy,766,49.1039426523,0
,,,
happy,750,49.1039426523,0
,,,
happy,755,49.1039426523,0
,,,
happy,767,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,730,49.1039426523,0
,,,
happy,751,49.1039426523,0
,,,
happy,756,49.1039426523,0
,,,
happy,751,49.1039426523,0
,,,
happy,765,49.1039426523,0
,,,
happy,743,49.1039426523,0
,,,
happy,763,49.1039426523,0
,,,
happy,746,49.1039426523,0
,,,
happy,746,49.1039426523,0
,,,
happy,743,49.1039426523,0
,,,
happy,739,49.1039426523,0
,,,
happy,733,49.1039426523,0
,,,
happy,754,49.1039426523,0
,,,
happy,724,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,738,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,758,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,750,49.1039426523,0
,,,
happy,757,49.1039426523,0
,,,
happy,736,49.1039426523,0
,,,
happy,754,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,745,49.1039426523,0
,,,
happy,755,49.1039426523,0
,,,
happy,765,49.1039426523,0
,,,
happy,753,49.1039426523,0
,,,
happy,743,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,755,49.1039426523,0
,,,
happy,766,49.1039426523,0
,,,
happy,753,49.1039426523,0
,,,
happy,733,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,747,49.1039426523,0
,,,
happy,754,49.1039426523,0
,,,
happy,756,49.1039426523,0
,,,
happy,735,49.1039426523,0
,,,
happy,743,49.1039426523,0
,,,
happy,743,49.1039426523,0
,,,
happy,746,49.1039426523,0
,,,
happy,753,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,743,49.1039426523,0
,,,
happy,757,49.1039426523,0
,,,
happy,762,49.1039426523,0
,,,
happy,753,49.1039426523,0
,,,
happy,743,49.1039426523,0
,,,
happy,755,49.1039426523,0
,,,
happy,743,49.1039426523,0
,,,
happy,749,49.1039426523,0
,,,
happy,750,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,750,49.1039426523,0
,,,
happy,762,49.1039426523,0
,,,
happy,738,49.1039426523,0
,,,
happy,746,49.1039426523,0
,,,
happy,738,49.1039426523,0
,,,
happy,751,49.1039426523,0
,,,
happy,735,49.1039426523,0
,,,
happy,757,49.1039426523,0
,,,
happy,737,49.1039426523,0
,,,
happy,757,49.1039426523,0
,,,
happy,746,49.1039426523,0
,,,
happy,771,49.1039426523,0
,,,
happy,747,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,731,49.1039426523,0
,,,
happy,764,49.1039426523,0
,,,
happy,742,49.1039426523,0
,,,
happy,766,49.1039426523,0
,,,
happy,748,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,759,49.1039426523,0
,,,
happy,751,49.1039426523,0
,,,
happy,751,49.1039426523,0
,,,
happy,755,49.1039426523,0
,,,
happy,754,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,747,49.1039426523,0
,,,
happy,758,49.1039426523,0
,,,
happy,741,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,751,49.1039426523,0
,,,
happy,751,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,730,49.1039426523,0
,,,
happy,747,49.1039426523,0
,,,
happy,735,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,753,49.1039426523,0
,,,
happy,759,49.1039426523,0
,,,
happy,761,49.1039426523,0
,,,
happy,757,49.1039426523,0
,,,
happy,745,49.1039426523,0
,,,
happy,748,49.1039426523,0
,,,
happy,750,49.1039426523,0
,,,
happy,739,49.1039426523,0
,,,
happy,766,49.1039426523,0
,,,
happy,743,49.1039426523,0
,,,
happy,738,49.1039426523,0
,,,
happy,746,49.1039426523,0
,,,
happy,747,49.1039426523,0
,,,
happy,742,49.1039426523,0
,,,
happy,753,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,769,49.1039426523,0
,,,
happy,750,49.1039426523,0
,,,
happy,765,49.1039426523,0
,,,
happy,751,49.1039426523,0
,,,
happy,756,49.1039426523,0
,,,
happy,751,49.1039426523,0
,,,
happy,739,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,750,49.1039426523,0
,,,
happy,752,49.1039426523,0
,,,
happy,742,49.1039426523,0
,,,
happy,735,49.1039426523,0
,,,
happy,738,49.1039426523,0
,,,
happy,738,49.1039426523,0
,,,
happy,753,49.1039426523,0
,,,
happy,756,49.1039426523,0
,,,
happy,741,49.1039426523,0
,,,
happy,742,49.1039426523,0
,,,
happy,743,49.1039426523,0
,,,
happy,748,49.1039426523,0
,,,
happy,754,49.1039426523,0
,,,
happy,750,48.5663082437,0
,,,
happy,752,48.5663082437,0
,,,
happy,753,48.5663082437,0
,,,
happy,747,48.5663082437,0
,,,
happy,741,48.5663082437,0
,,,
happy,755,48.5663082437,0
,,,
happy,752,48.5663082437,0
,,,
happy,746,48.5663082437,0
,,,
happy,736,48.5663082437,0
,,,
happy,750,48.5663082437,0
,,,
happy,730,48.5663082437,0
,,,
happy,754,48.5663082437,0
,,,
happy,754,48.5663082437,0
,,,
happy,750,48.5663082437,0
,,,
happy,735,48.5663082437,0
,,,
happy,745,48.5663082437,0
,,,
happy,747,48.5663082437,0
,,,
happy,747,48.5663082437,0
,,,
happy,753,48.5663082437,0
,,,
happy,746,48.5663082437,0
,,,
happy,743,48.5663082437,0
,,,
happy,746,48.5663082437,0
,,,
happy,760,48.5663082437,0
,,,
happy,768,48.5663082437,0
,,,
happy,770,48.5663082437,0
,,,
happy,752,48.5663082437,1
,,,
happy,747,48.5663082437,1
,,,
happy,753,48.5663082437,1
,,,
happy,763,48.5663082437,1
,,,
happy,752,48.5663082437,1
,,,
happy,751,48.5663082437,1
,,,
happy,752,48.5663082437,0
,,,
happy,747,48.5663082437,0
,,,
happy,758,48.5663082437,0
,,,
happy,757,48.5663082437,0
,,,
happy,749,48.5663082437,0
,,,
happy,762,48.5663082437,0
,,,
happy,756,48.5663082437,0
,,,
happy,743,48.5663082437,0
,,,
happy,747,48.5663082437,0
,,,
happy,766,48.5663082437,1
,,,
happy,756,48.5663082437,0
,,,
happy,746,48.5663082437,0
,,,
happy,738,48.5663082437,0
,,,
happy,765,48.5663082437,0
,,,
happy,747,48.5663082437,0
,,,
happy,747,48.5663082437,0
,,,
happy,758,48.5663082437,0
,,,
happy,736,48.5663082437,0
,,,
happy,750,48.5663082437,0
,,,
happy,733,48.5663082437,0
,,,
happy,751,48.5663082437,0
,,,
happy,755,48.5663082437,0
,,,
happy,753,48.5663082437,0
,,,
happy,743,48.5663082437,0
,,,
happy,746,48.5663082437,0
,,,
happy,751,48.5663082437,0
,,,
happy,758,48.5663082437,2
,,,
happy,739,48.5663082437,2
,,,
happy,735,48.5663082437,2
,,,
happy,750,48.5663082437,0
,,,
happy,752,48.5663082437,2
,,,
happy,751,48.5663082437,2
,,,
happy,768,48.5663082437,2
,,,
happy,757,48.5663082437,2
,,,
happy,735,48.5663082437,2
,,,
happy,752,48.5663082437,2
,,,
happy,751,48.5663082437,2
,,,
happy,747,48.5663082437,2
,,,
happy,767,48.5663082437,2
,,,
happy,752,48.5663082437,2
,,,
happy,742,48.5663082437,2
,,,
happy,752,48.5663082437,0
,,,
happy,750,48.5663082437,0
,,,
happy,743,48.5663082437,0
,,,
happy,752,48.5663082437,0
,,,
happy,737,48.5663082437,2
,,,
happy,743,48.5663082437,0
,,,
happy,748,48.5663082437,0
,,,
happy,741,48.5663082437,0
,,,
happy,746,48.5663082437,0
,,,
happy,763,48.5663082437,0
,,,
happy,752,48.5663082437,2
,,,
happy,732,48.5663082437,0
,,,
happy,752,48.5663082437,0
,,,
happy,750,48.5663082437,2
,,,
happy,745,48.5663082437,0
,,,
happy,752,48.5663082437,0
,,,
happy,752,48.5663082437,0
,,,
happy,768,48.5663082437,0
,,,
happy,750,48.5663082437,0
,,,
happy,758,48.5663082437,0
,,,
happy,738,48.5663082437,0
,,,
happy,752,48.5663082437,0
,,,
happy,752,48.5663082437,0
,,,
happy,742,48.5663082437,0
,,,
happy,748,48.5663082437,0
,,,
happy,723,48.5663082437,0
,,,
happy,751,48.5663082437,2
,,,
happy,766,48.5663082437,0
,,,
happy,754,48.5663082437,0
,,,
happy,752,48.5663082437,0
,,,
happy,744,48.5663082437,0
,,,
happy,725,48.5663082437,0
,,,
happy,752,48.5663082437,0
,,,
happy,745,48.5663082437,0
,,,
happy,729,48.5663082437,2
,,,
happy,752,48.5663082437,0
,,,
happy,735,48.5663082437,0
,,,
happy,743,48.5663082437,0
,,,
happy,766,48.5663082437,0
,,,
happy,762,48.5663082437,0
,,,
happy,743,48.5663082437,0
,,,
happy,750,48.5663082437,2
,,,
happy,728,48.5663082437,0
,,,
happy,748,48.5663082437,2
,,,
happy,738,48.5663082437,0
,,,
happy,740,48.5663082437,0
,,,
happy,752,48.5663082437,0
,,,
happy,729,48.5663082437,0
,,,
happy,756,48.5663082437,0
,,,
happy,740,48.5663082437,0
,,,
happy,756,48.5663082437,2
,,,
happy,746,48.5663082437,0
,,,
happy,751,48.5663082437,0
,,,
happy,745,48.5663082437,0
,,,
happy,743,48.5663082437,2
,,,
happy,762,48.5663082437,2
,,,
happy,742,48.5663082437,0
,,,
happy,770,48.5663082437,0
,,,
happy,736,48.5663082437,0
,,,
happy,757,48.5663082437,2
,,,
happy,775,48.5663082437,0
,,,
happy,746,48.5663082437,0
,,,
happy,737,48.5663082437,0
,,,
happy,755,48.5663082437,0
,,,
happy,749,48.5663082437,0
,,,
happy,744,48.5663082437,0
,,,
happy,739,48.5663082437,0
,,,
happy,732,48.5663082437,0
,,,
happy,737,48.5663082437,0
,,,
happy,746,48.5663082437,0
,,,
happy,749,48.5663082437,0
,,,
happy,743,48.5663082437,0
,,,
happy,757,48.5663082437,0
,,,
happy,744,48.5663082437,0
,,,
happy,739,48.5663082437,0
,,,
happy,752,48.5663082437,0
,,,
happy,752,48.5663082437,0
,,,
happy,727,48.5663082437,2
,,,
happy,744,48.5663082437,2
,,,
happy,745,48.5663082437,0
,,,
